,HyperBRKGAScore,HyperBRKGATime,HyperBRKGAParam,GridSearchScore,GridSearchTime,GridSearchParam,RandomSearchScore,RandomSearchTime,RandomSearchParam
10,0.7521739130434784,2.265595,"{'criterion': 'entropy', 'splitter': 'best', 'max_depth': 2, 'min_samples_split': 18, 'min_samples_leaf': 12}",0.7847826086956522,1608.6793043613434,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 16, 'min_samples_split': 18, 'splitter': 'random'}",0.7456521739130435,0.09147167205810547,"{'criterion': 'entropy', 'max_depth': 30, 'min_samples_leaf': 16, 'min_samples_split': 18, 'splitter': 'random'}"
11,0.7521739130434784,1.894845,"{'criterion': 'gini', 'splitter': 'best', 'max_depth': 5, 'min_samples_split': 15, 'min_samples_leaf': 17}",0.7869565217391304,1616.3024206161497,"{'criterion': 'log_loss', 'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 16, 'splitter': 'random'}",0.7369565217391304,0.06892538070678711,"{'criterion': 'log_loss', 'max_depth': 14, 'min_samples_leaf': 5, 'min_samples_split': 16, 'splitter': 'random'}"
12,0.7673913043478261,1.959817,"{'criterion': 'entropy', 'splitter': 'random', 'max_depth': 61, 'min_samples_split': 15, 'min_samples_leaf': 12}",0.7934782608695652,1608.8363618850708,"{'criterion': 'log_loss', 'max_depth': 9, 'min_samples_leaf': 5, 'min_samples_split': 16, 'splitter': 'random'}",0.7434782608695653,0.10540294647216797,"{'criterion': 'log_loss', 'max_depth': 9, 'min_samples_leaf': 5, 'min_samples_split': 16, 'splitter': 'random'}"
13,0.7543478260869565,1.815245,"{'criterion': 'gini', 'splitter': 'random', 'max_depth': 4, 'min_samples_split': 19, 'min_samples_leaf': 17}",0.8,1614.537222623825,"{'criterion': 'entropy', 'max_depth': 45, 'min_samples_leaf': 10, 'min_samples_split': 2, 'splitter': 'random'}",0.7456521739130435,0.12180399894714355,"{'criterion': 'entropy', 'max_depth': 45, 'min_samples_leaf': 10, 'min_samples_split': 2, 'splitter': 'random'}"
14,0.7521739130434784,2.071123,"{'criterion': 'gini', 'splitter': 'best', 'max_depth': 29, 'min_samples_split': 10, 'min_samples_leaf': 17}",0.7978260869565218,1604.686935901642,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 1, 'splitter': 'random'}",0.7434782608695653,0.1571135520935059,"{'criterion': 'entropy', 'max_depth': 15, 'min_samples_leaf': 5, 'min_samples_split': 1, 'splitter': 'random'}"
15,0.7652173913043478,1.559574,"{'criterion': 'gini', 'splitter': 'random', 'max_depth': 12, 'min_samples_split': 17, 'min_samples_leaf': 2}",0.7913043478260869,1609.402494907379,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 6, 'min_samples_split': 18, 'splitter': 'random'}",0.7521739130434784,0.11309075355529788,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_leaf': 6, 'min_samples_split': 18, 'splitter': 'random'}"
16,0.7521739130434784,2.024271,"{'criterion': 'gini', 'splitter': 'best', 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 17}",0.7869565217391304,1606.4256551265714,"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 15, 'splitter': 'random'}",0.75,0.11552190780639648,"{'criterion': 'gini', 'max_depth': 30, 'min_samples_leaf': 5, 'min_samples_split': 15, 'splitter': 'random'}"
17,0.7652173913043478,2.225927,"{'criterion': 'gini', 'splitter': 'random', 'max_depth': 46, 'min_samples_split': 1, 'min_samples_leaf': 12}",0.7956521739130435,1617.9583530426023,"{'criterion': 'log_loss', 'max_depth': 40, 'min_samples_leaf': 15, 'min_samples_split': 18, 'splitter': 'random'}",0.7434782608695653,0.1070735454559326,"{'criterion': 'log_loss', 'max_depth': 40, 'min_samples_leaf': 15, 'min_samples_split': 18, 'splitter': 'random'}"
18,0.7478260869565216,1.735043,"{'criterion': 'gini', 'splitter': 'random', 'max_depth': 52, 'min_samples_split': 18, 'min_samples_leaf': 15}",0.7956521739130434,1612.7651882171635,"{'criterion': 'entropy', 'max_depth': 34, 'min_samples_leaf': 6, 'min_samples_split': 14, 'splitter': 'random'}",0.7521739130434784,0.11534571647644043,"{'criterion': 'entropy', 'max_depth': 34, 'min_samples_leaf': 6, 'min_samples_split': 14, 'splitter': 'random'}"
19,0.7652173913043478,2.116144,"{'criterion': 'entropy', 'splitter': 'random', 'max_depth': 40, 'min_samples_split': 15, 'min_samples_leaf': 19}",0.7891304347826087,1613.8925344944,"{'criterion': 'entropy', 'max_depth': 62, 'min_samples_leaf': 6, 'min_samples_split': 8, 'splitter': 'random'}",0.7391304347826086,0.1096510887145996,"{'criterion': 'entropy', 'max_depth': 62, 'min_samples_leaf': 6, 'min_samples_split': 8, 'splitter': 'random'}"
20,Média: 0.7588043478260869,Média: 2.2396763999999996,,Média: 0.7914130434782608,Média: 2622.4618075013163,,Média: 0.7464130434782609,Média: 0.12678443193435668,
